FECHA,HORA,ACO,AJM,AJU,ATI,BJU,CAM,CCA,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LLA,LPR,MER,MGH,MON,MPA,NEZ,PED,SAC,SAG,SFE,SJA,TAH,TLA,TLI,UAX,UIZ,VIF,XAL
1/2/2021,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
1/2/2021,4,-99,-99,32,14,2,1,15,-99,-99,-99,1,8,5,1,-99,37,-99,-99,8,0,11,14,44,2,22,-99,4,29,-99,34,6,-99,4,3,3,-99
1/2/2021,5,-99,-99,27,17,1,1,6,-99,-99,-99,0,11,4,1,-99,38,-99,-99,1,0,20,7,43,5,19,-99,1,22,-99,35,3,-99,0,1,4,-99
1/2/2021,6,-99,-99,20,11,1,2,12,-99,-99,-99,0,7,6,1,-99,37,-99,-99,1,0,7,2,40,6,16,-99,2,21,-99,24,4,-99,0,1,2,-99
1/2/2021,7,-99,-99,15,1,1,1,8,-99,-99,-99,0,5,8,1,-99,36,-99,-99,2,0,1,1,37,7,17,-99,1,15,-99,17,2,-99,3,1,1,-99
1/2/2021,8,-99,-99,14,1,2,1,3,-99,-99,-99,0,3,4,1,-99,37,-99,-99,2,0,2,2,36,3,8,-99,1,8,-99,14,2,-99,1,2,2,-99
1/2/2021,9,-99,-99,18,4,7,5,11,-99,-99,-99,1,6,7,4,-99,32,-99,-99,3,2,15,4,39,6,13,-99,3,14,-99,17,7,-99,7,6,4,-99
1/2/2021,10,-99,-99,33,20,16,12,22,-99,-99,-99,8,11,15,17,-99,33,-99,-99,17,11,21,14,39,17,24,10,7,27,-99,26,19,-99,22,20,15,-99
1/2/2021,11,-99,-99,38,21,30,30,40,-99,-99,-99,25,27,25,30,-99,36,-99,-99,24,20,32,27,47,31,33,22,19,37,-99,42,27,-99,34,34,31,-99
1/2/2021,12,-99,-99,41,29,39,43,54,-99,-99,-99,41,30,44,43,-99,42,-99,-99,31,36,51,45,60,50,44,39,35,46,-99,56,37,-99,47,45,50,-99
1/2/2021,13,-99,-99,43,41,48,52,68,-99,-99,-99,53,39,60,60,-99,52,-99,-99,38,48,43,51,72,64,55,54,43,56,-99,70,47,-99,54,63,58,-99
1/2/2021,14,-99,-99,49,45,55,57,70,-99,-99,-99,63,54,69,67,-99,50,-99,-99,49,54,54,64,89,82,62,66,52,62,-99,89,56,-99,69,80,67,-99
1/2/2021,15,-99,-99,58,56,57,63,79,-99,-99,-99,72,68,82,71,-99,48,-99,-99,54,64,72,60,101,96,73,70,56,66,-99,100,66,-99,78,96,71,-99
1/2/2021,16,-99,-99,-99,65,72,72,91,-99,-99,-99,82,78,87,92,-99,50,-99,-99,63,89,79,50,94,78,88,54,59,78,-99,100,72,-99,84,103,77,-99
1/2/2021,17,-99,-99,66,72,71,86,94,-99,-99,-99,83,81,69,79,-99,54,-99,-99,84,75,88,50,73,63,94,50,49,86,-99,69,75,-99,79,75,84,-99
1/2/2021,18,-99,-99,70,64,48,54,71,-99,-99,-99,72,59,55,57,-99,52,-99,-99,52,52,63,44,58,58,79,45,35,50,-99,62,64,-99,59,61,62,-99
1/2/2021,19,-99,-99,60,35,35,37,57,-99,-99,-99,39,31,47,44,-99,47,-99,-99,42,40,31,43,47,50,54,40,25,32,-99,48,39,-99,56,46,30,-99
1/2/2021,20,-99,-99,50,19,34,16,45,-99,-99,-99,36,17,43,38,-99,37,-99,-99,31,25,28,43,44,40,44,37,22,40,-99,38,27,-99,42,37,26,-99
1/2/2021,21,-99,-99,31,29,24,1,22,-99,-99,-99,33,7,41,25,-99,39,-99,-99,22,7,33,40,42,36,15,33,11,31,-99,33,16,-99,29,26,9,-99
1/2/2021,22,-99,-99,26,34,13,1,4,-99,-99,-99,10,8,27,14,-99,31,-99,-99,8,0,30,38,42,30,35,-99,16,25,-99,29,6,-99,24,16,23,-99
1/2/2021,23,-99,-99,28,34,5,1,9,-99,-99,-99,1,8,19,2,-99,32,-99,-99,2,0,21,34,42,25,30,25,8,26,-99,29,4,-99,22,18,15,-99
1/2/2021,24,-99,-99,24,29,1,1,4,-99,-99,-99,1,18,14,1,-99,28,-99,-99,2,0,5,36,41,30,34,31,5,34,-99,28,8,-99,22,11,3,-99
1/3/2021,1,-99,-99,19,18,2,1,7,-99,-99,-99,1,19,24,1,-99,30,-99,-99,1,0,5,31,42,30,33,27,10,36,-99,29,3,-99,20,13,1,-99
1/3/2021,2,-99,-99,25,15,1,1,9,-99,-99,-99,1,17,15,1,-99,33,-99,-99,1,4,11,33,41,30,35,31,10,38,-99,32,3,-99,22,19,1,-99
1/3/2021,3,-99,-99,28,14,4,1,7,-99,-99,-99,6,21,7,1,-99,34,-99,-99,3,1,4,34,43,33,28,32,1,33,-99,32,12,-99,25,20,1,-99
1/3/2021,4,-99,-99,29,13,8,0,9,-99,-99,-99,2,18,4,2,-99,36,-99,-99,4,1,1,11,40,20,18,17,1,30,-99,32,8,-99,22,10,1,-99
1/3/2021,5,-99,-99,24,5,2,0,18,-99,-99,-99,0,17,5,1,-99,37,-99,-99,12,7,2,5,36,2,28,8,1,32,-99,33,10,-99,16,14,-99,-99
1/3/2021,6,-99,-99,25,2,2,1,16,-99,-99,-99,0,17,4,1,-99,33,-99,-99,7,0,3,4,36,2,12,3,1,26,-99,33,7,-99,16,16,-99,-99
1/3/2021,7,-99,-99,25,2,1,0,12,-99,-99,-99,0,5,4,1,-99,32,-99,-99,1,0,1,2,37,3,13,2,1,17,-99,27,6,-99,6,4,-99,-99
1/3/2021,8,-99,-99,24,3,2,1,6,-99,-99,-99,0,4,4,1,-99,31,-99,-99,1,0,1,1,37,4,13,1,1,11,-99,19,2,-99,2,2,-99,-99
1/3/2021,9,-99,-99,24,9,8,4,13,-99,-99,-99,1,9,7,4,-99,29,-99,-99,4,2,3,4,36,5,18,7,3,21,-99,20,8,-99,12,5,-99,-99
1/3/2021,10,-99,-99,29,25,26,20,30,-99,-99,-99,14,26,19,24,-99,31,-99,-99,14,13,18,23,44,14,29,23,9,41,-99,30,23,-99,25,18,22,-99
1/3/2021,11,-99,-99,33,29,33,27,42,-99,-99,-99,35,50,38,36,-99,36,-99,-99,36,58,39,32,46,36,46,31,28,44,-99,44,36,-99,38,39,37,-99
1/3/2021,12,-99,-99,39,38,43,47,57,-99,-99,-99,50,68,51,48,-99,40,-99,-99,45,49,50,37,51,42,53,31,38,52,-99,55,47,-99,49,55,54,-99
1/3/2021,13,-99,-99,45,50,50,57,64,-99,-99,-99,62,77,50,59,-99,42,-99,-99,46,57,62,39,56,47,62,34,43,61,-99,54,55,-99,62,63,69,-99
1/3/2021,14,-99,-99,50,58,57,68,76,-99,-99,-99,70,77,57,61,-99,44,-99,-99,55,68,71,38,50,51,70,36,45,65,-99,48,58,-99,70,65,78,-99
1/3/2021,15,-99,-99,47,65,53,75,74,-99,-99,-99,77,77,64,64,-99,44,-99,-99,57,68,65,37,45,52,67,38,44,37,-99,55,68,-99,60,68,88,-99
1/3/2021,16,-99,-99,54,51,33,54,50,-99,-99,-99,79,46,67,69,-99,49,-99,-99,58,66,44,38,50,54,42,39,49,45,-99,56,56,-99,56,61,94,-99
1/3/2021,17,-99,-99,58,31,37,48,53,-99,-99,-99,74,52,61,54,-99,48,-99,-99,40,43,50,39,58,54,52,42,44,56,-99,58,43,-99,51,59,90,-99
1/3/2021,18,-99,-99,50,24,35,36,52,-99,-99,-99,55,36,50,51,-99,42,-99,-99,35,50,41,39,58,50,45,42,28,44,-99,55,30,-99,46,54,74,-99
1/3/2021,19,-99,-99,35,34,29,24,42,-99,-99,-99,40,23,44,33,-99,39,-99,-99,36,31,33,39,48,41,40,36,22,35,-99,-99,32,-99,41,40,37,-99
1/3/2021,20,-99,-99,25,20,25,24,35,-99,-99,-99,36,12,33,16,-99,29,-99,-99,39,17,24,34,46,27,32,27,17,33,-99,-99,19,-99,29,25,28,-99
1/3/2021,21,-99,-99,13,3,18,14,30,-99,-99,-99,33,11,31,21,-99,24,-99,-99,31,4,27,33,39,30,26,27,20,27,-99,-99,9,-99,22,5,28,-99
1/3/2021,22,-99,-99,2,4,10,8,17,-99,-99,-99,19,4,24,17,-99,26,-99,-99,34,4,13,22,32,28,14,28,18,11,-99,-99,16,-99,20,15,6,-99
1/3/2021,23,-99,-99,3,7,10,1,12,-99,-99,-99,8,2,22,12,-99,27,-99,-99,7,0,14,4,32,12,13,7,16,12,-99,-99,8,-99,15,7,10,-99
1/3/2021,24,-99,-99,7,9,6,1,19,-99,-99,-99,5,2,12,2,-99,31,-99,-99,4,0,21,1,33,2,22,1,1,28,-99,-99,8,-99,2,5,14,-99
1/4/2021,1,-99,-99,5,8,10,4,29,-99,-99,-99,1,6,6,1,-99,46,-99,-99,2,2,8,1,35,2,35,2,1,36,-99,15,12,-99,0,1,7,-99
1/4/2021,2,-99,-99,13,14,6,7,39,-99,-99,-99,2,16,4,1,-99,45,-99,-99,1,0,5,2,35,2,41,2,6,39,-99,11,12,-99,1,1,1,-99
1/4/2021,3,-99,-99,11,14,20,7,34,-99,-99,-99,1,18,6,1,-99,40,-99,-99,1,0,6,3,37,2,43,3,1,40,-99,12,12,-99,2,4,2,-99
1/4/2021,4,-99,-99,11,21,15,4,29,-99,-99,-99,0,23,4,1,-99,32,-99,-99,1,0,5,1,41,2,39,0,1,31,-99,19,6,-99,2,1,2,-99
1/4/2021,5,-99,-99,10,14,4,5,11,-99,-99,-99,0,21,4,1,-99,29,-99,-99,1,0,2,1,43,3,27,2,0,28,-99,22,5,-99,3,1,1,-99
1/4/2021,6,-99,-99,7,3,3,1,3,-99,-99,-99,0,9,4,1,-99,24,-99,-99,2,0,1,1,40,3,18,0,1,15,-99,8,4,-99,1,1,1,-99
1/4/2021,7,-99,-99,6,1,1,1,1,-99,-99,-99,0,4,4,1,-99,21,-99,-99,2,0,1,1,37,3,5,0,0,5,-99,9,2,-99,0,1,1,-99
1/4/2021,8,-99,-99,9,1,2,1,2,-99,-99,-99,0,2,4,1,-99,23,-99,-99,2,0,1,1,35,3,2,1,1,2,-99,7,2,-99,1,2,1,-99
1/4/2021,9,-99,-99,16,1,4,2,7,-99,-99,-99,1,5,6,2,-99,22,-99,-99,3,1,4,2,39,6,4,1,3,10,-99,16,3,-99,5,3,4,-99
1/4/2021,10,-99,-99,36,9,11,6,21,-99,-99,-99,9,13,17,9,-99,28,-99,-99,7,3,12,9,42,18,9,6,7,28,-99,28,8,-99,11,12,12,-99
1/4/2021,11,-99,-99,45,13,19,16,36,-99,-99,-99,21,25,36,29,-99,35,-99,-99,11,13,22,29,52,37,35,23,21,34,-99,42,21,-99,19,28,34,-99
1/4/2021,12,-99,-99,56,35,38,32,55,-99,-99,-99,44,37,54,-99,-99,36,-99,-99,31,42,41,53,-99,61,51,44,35,56,-99,56,39,-99,46,56,50,-99
1/4/2021,13,-99,-99,67,46,52,53,69,-99,-99,-99,55,53,62,64,-99,46,-99,-99,44,58,57,61,-99,70,61,57,43,62,-99,73,52,-99,59,65,58,-99
1/4/2021,14,-99,-99,79,58,59,67,79,-99,-99,-99,61,63,70,73,-99,50,-99,-99,65,65,69,67,-99,68,70,59,46,72,-99,-99,59,-99,68,-99,69,-99
1/4/2021,15,-99,-99,85,64,58,75,80,-99,-99,-99,65,75,77,79,-99,52,-99,-99,74,75,79,65,-99,65,79,60,55,84,-99,-99,65,-99,71,-99,71,-99
1/4/2021,16,-99,-99,80,62,66,79,84,-99,-99,-99,63,80,88,83,-99,54,-99,-99,71,76,89,62,-99,66,87,57,62,92,-99,-99,72,-99,79,73,72,-99
1/4/2021,17,-99,-99,69,60,67,77,94,-99,-99,-99,54,80,90,84,-99,54,-99,-99,72,88,91,69,-99,81,89,63,61,97,-99,86,75,-99,85,92,71,-99
1/4/2021,18,-99,-99,56,41,62,69,97,-99,-99,-99,53,70,87,75,-99,52,-99,-99,73,56,69,67,-99,83,76,62,52,80,-99,82,53,-99,62,88,57,-99
1/4/2021,19,-99,-99,42,37,36,16,52,-99,-99,-99,35,43,52,26,-99,49,-99,-99,39,17,50,37,65,56,46,39,19,42,-99,63,26,-99,37,56,35,-99
1/4/2021,20,-99,-99,31,28,17,8,40,-99,-99,-99,17,46,39,28,-99,38,-99,-99,31,16,27,41,67,32,29,26,14,25,-99,47,19,-99,22,29,19,-99
1/4/2021,21,-99,-99,21,9,19,12,29,-99,-99,-99,11,27,20,16,-99,33,-99,-99,34,19,19,28,59,16,25,14,7,35,-99,14,9,-99,13,18,17,-99
1/4/2021,22,-99,-99,6,12,12,1,18,-99,-99,-99,7,22,7,9,-99,32,-99,-99,18,3,24,19,34,11,21,5,7,27,-99,18,5,-99,10,8,11,-99
1/4/2021,23,-99,-99,5,19,16,3,19,-99,-99,-99,1,27,8,2,-99,35,-99,-99,8,0,29,9,32,6,26,7,3,23,-99,10,12,-99,1,2,20,-99
1/4/2021,24,-99,-99,14,17,18,5,23,-99,-99,-99,3,21,8,2,-99,38,-99,-99,12,1,31,4,34,3,27,3,11,22,-99,11,18,-99,1,1,24,-99
1/5/2021,1,-99,-99,17,14,19,12,26,-99,-99,-99,0,27,5,1,-99,43,-99,-99,1,6,30,1,36,2,31,3,18,33,-99,12,13,-99,0,2,27,-99
1/5/2021,2,-99,-99,16,11,26,22,28,-99,-99,-99,1,36,4,1,-99,36,-99,-99,1,22,34,1,41,3,35,5,27,28,-99,22,14,-99,1,9,14,-99
1/5/2021,3,-99,-99,11,24,9,18,24,-99,-99,-99,0,31,5,1,-99,42,-99,-99,1,22,36,2,42,4,36,7,7,31,-99,10,11,-99,1,6,1,-99
1/5/2021,4,-99,-99,16,23,6,6,23,-99,-99,-99,0,32,11,3,-99,41,-99,-99,1,12,10,1,39,12,37,12,1,29,-99,17,13,-99,5,2,1,-99
1/5/2021,5,-99,-99,10,27,2,3,11,-99,-99,-99,0,28,6,3,-99,40,-99,-99,1,0,3,4,36,11,22,7,2,24,-99,16,12,-99,3,1,1,-99
1/5/2021,6,-99,-99,2,10,1,2,4,-99,-99,-99,0,7,4,1,-99,43,-99,-99,1,0,6,1,37,6,22,0,1,11,-99,3,6,-99,2,1,1,-99
1/5/2021,7,-99,-99,1,5,1,1,5,-99,-99,-99,0,4,4,1,-99,45,-99,-99,1,0,2,1,35,3,20,1,0,11,-99,9,2,-99,0,1,1,-99
1/5/2021,8,-99,-99,3,1,2,1,2,-99,-99,-99,0,3,4,1,-99,46,-99,-99,2,0,1,1,37,4,12,1,1,4,-99,9,1,-99,1,1,2,-99
1/5/2021,9,-99,-99,8,3,3,1,7,-99,-99,-99,0,5,6,5,-99,42,-99,-99,2,1,3,2,39,4,14,2,2,21,-99,7,4,-99,2,4,6,-99
1/5/2021,10,-99,-99,30,13,10,6,15,-99,-99,-99,2,8,18,16,-99,42,-99,-99,5,6,9,14,40,11,14,4,7,36,-99,22,12,-99,16,9,18,-99
1/5/2021,11,-99,-99,44,18,21,20,39,-99,-99,-99,12,21,33,35,-99,53,-99,-99,19,16,20,29,48,31,30,11,18,33,-99,42,22,-99,34,20,31,-99
1/5/2021,12,-99,-99,44,22,29,34,52,-99,-99,-99,34,37,47,50,-99,50,-99,-99,37,35,38,43,60,50,49,29,25,46,-99,58,36,-99,41,41,37,-99
1/5/2021,13,-99,-99,42,40,44,55,68,-99,-99,-99,57,59,58,61,-99,52,-99,-99,53,54,55,52,69,-99,60,48,39,64,-99,70,54,-99,50,64,58,-99
1/5/2021,14,-99,-99,47,58,55,69,81,-99,-99,-99,65,75,71,70,-99,46,-99,-99,64,68,71,58,67,-99,74,50,47,80,-99,65,62,-99,71,85,74,-99
1/5/2021,15,-99,-99,52,70,68,72,100,-99,-99,-99,80,87,85,81,-99,41,-99,-99,67,89,84,65,67,-99,90,44,51,92,-99,54,77,-99,70,85,78,-99
1/5/2021,16,-99,-99,60,77,69,88,97,-99,-99,-99,88,90,81,90,-99,42,-99,-99,67,93,92,46,62,59,92,45,55,95,-99,63,82,-99,62,68,82,-99
1/5/2021,17,-99,-99,57,77,58,84,66,-99,-99,-99,91,96,63,76,-99,43,-99,-99,77,80,85,44,61,54,70,43,42,83,-99,61,86,-99,53,59,90,-99
1/5/2021,18,-99,-99,52,70,33,52,46,-99,-99,-99,80,54,48,47,-99,44,-99,-99,46,43,65,43,53,47,43,38,27,46,-99,57,76,-99,46,53,82,-99
1/5/2021,19,-99,-99,48,46,24,28,40,-99,-99,-99,44,31,39,29,-99,41,-99,-99,24,30,23,42,43,36,39,37,21,30,-99,59,26,-99,41,38,36,-99
1/5/2021,20,-99,-99,39,25,19,28,35,-99,-99,-99,29,29,40,23,-99,35,-99,-99,6,16,14,40,35,33,38,38,22,38,-99,43,18,-99,37,42,23,-99
1/5/2021,21,-99,-99,27,16,7,27,25,-99,-99,-99,35,16,32,10,-99,31,-99,-99,1,12,21,41,36,22,26,34,19,35,-99,40,19,-99,32,29,27,-99
1/5/2021,22,-99,-99,18,15,17,6,4,-99,-99,-99,30,10,21,1,-99,31,-99,-99,18,2,31,32,37,9,4,13,11,32,-99,25,15,-99,19,6,18,-99
1/5/2021,23,-99,-99,21,13,19,2,2,-99,-99,-99,18,5,5,11,-99,28,-99,-99,19,0,13,14,44,2,6,8,7,20,-99,19,8,-99,10,2,7,-99
1/5/2021,24,-99,-99,13,14,4,1,1,-99,-99,-99,2,3,6,2,-99,25,-99,-99,13,0,3,11,41,9,8,7,2,13,-99,18,4,-99,10,3,3,-99
1/6/2021,1,-99,-99,8,8,1,1,1,-99,-99,-99,1,2,5,1,-99,24,-99,-99,1,0,4,2,39,3,16,0,0,12,-99,17,4,-99,5,4,1,-99
1/6/2021,2,-99,-99,10,3,2,1,3,-99,-99,-99,0,3,4,1,-99,25,-99,-99,1,0,5,4,43,7,15,0,0,19,-99,10,6,-99,5,2,1,-99
1/6/2021,3,-99,-99,10,2,2,1,2,-99,-99,-99,0,4,4,1,-99,24,-99,-99,1,0,1,2,43,5,7,0,0,14,-99,8,4,-99,6,1,1,-99
1/6/2021,4,-99,-99,12,5,1,0,1,-99,-99,-99,0,8,4,1,-99,23,-99,-99,1,0,0,1,40,2,4,0,0,16,-99,14,2,-99,2,3,1,-99
1/6/2021,5,-99,-99,5,4,1,0,3,-99,-99,-99,0,7,4,1,-99,23,-99,-99,1,0,1,1,35,2,11,1,0,15,-99,13,2,-99,2,1,1,-99
1/6/2021,6,-99,-99,2,1,1,1,1,-99,-99,-99,0,3,4,1,-99,23,-99,-99,2,0,1,1,29,2,6,0,0,6,-99,14,1,-99,2,2,2,-99
1/6/2021,7,-99,-99,3,0,1,1,1,-99,-99,-99,0,2,4,1,-99,23,-99,-99,2,0,1,1,29,2,1,0,0,0,-99,12,2,-99,0,1,1,-99
1/6/2021,8,-99,-99,4,1,2,1,1,-99,-99,-99,0,2,4,1,-99,25,-99,-99,1,0,1,1,30,3,1,0,1,1,-99,6,2,-99,1,2,2,-99
1/6/2021,9,-99,-99,9,1,5,1,7,-99,-99,-99,0,4,6,3,-99,26,-99,-99,3,0,4,3,33,7,6,2,2,13,-99,9,4,-99,2,3,4,-99
1/6/2021,10,-99,-99,30,8,16,4,21,-99,-99,-99,8,11,15,9,-99,29,-99,-99,3,4,13,16,36,18,13,13,7,17,-99,21,8,-99,7,10,14,-99
1/6/2021,11,-99,-99,32,14,16,17,34,-99,-99,-99,24,20,33,32,-99,28,-99,-99,18,21,21,28,-99,37,31,20,20,26,-99,39,24,-99,21,28,26,-99
1/6/2021,12,-99,-99,36,27,32,37,46,-99,-99,-99,40,37,47,46,-99,36,-99,-99,37,35,41,35,48,46,38,32,31,47,-99,48,39,-99,37,42,44,-99
1/6/2021,13,-99,-99,42,41,40,49,57,-99,-99,-99,51,54,55,55,-99,41,-99,-99,46,45,52,43,45,55,52,39,37,53,-99,47,48,-99,47,50,48,-99
1/6/2021,14,-99,-99,48,50,49,61,68,-99,-99,-99,56,64,66,64,-99,46,-99,-99,52,57,57,50,49,62,62,46,44,49,-99,49,59,-99,57,63,58,-99
1/6/2021,15,-99,-99,55,53,46,64,70,-99,-99,-99,62,63,76,70,-99,51,-99,-99,63,62,55,59,55,76,54,51,48,55,-99,54,69,-99,69,78,71,-99
1/6/2021,16,-99,-99,56,58,44,60,62,-99,-99,-99,65,52,79,72,-99,53,-99,-99,65,65,56,67,53,90,54,50,49,52,-99,55,65,-99,73,88,77,-99
1/6/2021,17,-99,-99,53,51,43,54,60,-99,-99,-99,52,51,71,65,-99,46,-99,-99,49,53,53,50,58,63,55,40,50,57,-99,62,59,-99,61,59,79,-99
1/6/2021,18,-99,-99,45,34,37,47,50,-99,-99,-99,28,44,47,52,-99,36,-99,-99,39,50,47,40,54,49,42,38,29,41,-99,53,41,-99,39,46,59,-99
1/6/2021,19,-99,-99,33,21,24,31,38,-99,-99,-99,22,22,36,27,-99,28,-99,-99,29,23,31,37,47,34,30,30,23,29,-99,47,26,-99,33,32,36,-99
1/6/2021,20,-99,-99,24,16,20,18,33,-99,-99,-99,16,9,26,17,-99,25,-99,-99,12,13,21,33,44,14,26,23,18,24,-99,40,14,-99,27,22,24,-99
1/6/2021,21,-99,-99,16,16,19,18,23,-99,-99,-99,15,2,14,13,-99,21,-99,-99,9,14,24,30,38,9,20,23,11,24,-99,34,11,-99,26,19,21,-99
1/6/2021,22,-99,-99,9,12,16,10,20,-99,-99,-99,7,4,11,8,-99,19,-99,-99,27,8,21,25,32,9,22,7,5,19,-99,9,5,-99,13,17,16,-99
1/6/2021,23,-99,-99,5,10,8,1,13,-99,-99,-99,1,2,16,12,-99,21,-99,-99,25,3,15,31,30,11,13,2,14,16,-99,13,11,-99,4,4,2,-99
1/6/2021,24,-99,-99,1,12,13,1,6,-99,-99,-99,1,2,35,33,-99,24,-99,-99,11,24,6,27,26,27,11,6,13,12,-99,13,2,-99,1,10,1,-99
1/7/2021,1,-99,-99,0,5,20,1,8,-99,-99,-99,0,3,21,18,-99,23,-99,-99,9,16,3,20,24,17,11,9,3,12,-99,16,3,-99,0,4,1,-99
1/7/2021,2,-99,-99,0,3,3,1,14,-99,-99,-99,0,8,5,2,-99,20,-99,-99,2,3,9,1,27,6,18,1,7,16,-99,3,2,-99,0,1,1,-99
1/7/2021,3,-99,-99,1,4,2,2,17,-99,-99,-99,0,9,4,1,-99,22,-99,-99,1,0,1,1,29,23,22,1,3,19,-99,5,5,-99,0,1,4,-99
